[2022-02-25 11:59:41,730] multiqc                                            [DEBUG  ]  No MultiQC config found: /opt/conda/envs/nf-core-atacseq-1.2.1/lib/python3.7/site-packages/multiqc_config.yaml
[2022-02-25 12:00:48,098] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C4_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,098] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C24_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,098] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C1_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK4_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C1_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK4_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C4_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK0_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C0_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK24_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK24_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK4_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C24_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK4_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK1_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK1_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C24_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C1_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK24_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK0_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,099] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK24_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C0_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C4_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK24_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C1_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK1_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK1_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C0_R1.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C0_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK24_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C24_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C4_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C24_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C4_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK1_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C0_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C24_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C1_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,100] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK1_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK0_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C24_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK0_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C4_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK0_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK1_R1.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK4_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C24_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK0_R1.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C4_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C1_R2.mLb.clN.CollectMultipleMetrics.insert_size_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK0_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK24_R2.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'C4_R1.mLb.clN.CollectMultipleMetrics.base_distribution_by_cycle_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK1_R2.mLb.mkD.MarkDuplicates.metrics.txt' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc.modules.base_module                        [DEBUG  ]  picard/rnaseqmetrics - Skipping 'IK4_R2.mLb.clN.CollectMultipleMetrics.alignment_summary_metrics' as it didn't match the path_filters for 'MERGED REP: Picard'
[2022-02-25 12:00:48,101] multiqc                                            [DEBUG  ]  No samples found: picard
[2022-02-25 12:00:48,105] multiqc.modules.base_module                        [DEBUG  ]  featurecounts - Skipping 'consensus_peaks.mLb.clN.featureCounts.txt.summary' as it didn't match the path_filters for 'MERGED REP: featureCounts'
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  No samples found: featureCounts
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found.
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found.
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found.
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found.
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found.
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found.
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,105] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'LIB: FastQC (raw)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,106] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'LIB: Cutadapt (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'LIB: FastQC (trimmed)'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,107] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'LIB: SAMTools'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,108] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'MERGED LIB: SAMTools (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_frip_score' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_annotation' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_featurecounts' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_pca' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_deseq2_clustering' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_count' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_frip_score' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_peak_annotation' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_featurecounts' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_pca' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mrep_deseq2_clustering' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'software_versions' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'nf-core-atacseq-summary' not found for module 'MERGED LIB: Preseq (unfiltered)'.
[2022-02-25 12:00:48,109] multiqc                                            [DEBUG  ]  Reordering sections: anchor 'mlib_peak_count' not found for module 'MERGED LIB: SAMTools (filtered)'.
